date,correlation
2021-09-20,0.7423351207930006
2021-09-21,0.7495042311217711
2021-09-22,0.7568977473000362
2021-09-23,0.7646213714905905
2021-09-24,0.7728108720945892
2021-09-27,0.7813478735662539
2021-09-28,0.789380302202109
2021-09-29,0.7987005642392417
2021-09-30,0.8066693666163938
2021-10-01,0.8157593537626026
2021-10-04,0.8248178460528282
2021-10-05,0.8329032120231485
2021-10-06,0.8377040633329804
2021-10-07,0.8427146609818905
2021-10-08,0.8475051075642561
2021-10-11,0.8524999647964598
2021-10-12,0.8581218286554296
2021-10-13,0.8621101442922787
2021-10-14,0.8671692311450179
2021-10-15,0.8699256189830156
2021-10-18,0.8730372625110476
2021-10-19,0.8750154010614383
2021-10-20,0.8774933934318674
2021-10-21,0.8809594993855834
2021-10-22,0.8849139713194846
2021-10-25,0.8870086510629865
2021-10-26,0.8890399554992863
2021-10-27,0.8924360486196878
2021-10-28,0.8957883086774255
2021-10-29,0.8977608229450063
2021-11-01,0.8990668801179598
2021-11-02,0.900199604067388
2021-11-03,0.9008623476234771
2021-11-04,0.9012504716955673
2021-11-05,0.9021842641433883
2021-11-08,0.90477250382922
2021-11-09,0.9069947660345931
2021-11-10,0.9089770097695544
2021-11-11,0.9108329806103045
2021-11-12,0.9129701832201478
2021-11-15,0.9151556549211807
2021-11-16,0.9169034616439055
2021-11-17,0.9188307117957747
2021-11-18,0.9204588223418361
2021-11-19,0.9217720862286611
2021-11-22,0.9230704763231663
2021-11-23,0.924237863588443
2021-11-24,0.9253816257219711
2021-11-26,0.926486580518318
2021-11-29,0.9275698773004571
2021-11-30,0.9286759966788969
2021-12-01,0.9298007457329293
2021-12-02,0.9309190776309101
2021-12-03,0.9320762830613091
2021-12-06,0.933775769537232
2021-12-07,0.9365087559959477
2021-12-08,0.9390541933030081
2021-12-09,0.9419868709421608
2021-12-10,0.9444201846221889
2021-12-13,0.9475875588418309
2021-12-14,0.9498489915699228
2021-12-15,0.9521720513116501
2021-12-16,0.9544821552149894
2021-12-17,0.9566189048933182
2021-12-20,0.9586184685572974
2021-12-21,0.9602558329998767
2021-12-22,0.9622228783300766
2021-12-23,0.9634676486944593
2021-12-27,0.9647709706998608
2021-12-28,0.9653729156636226
2021-12-29,0.9660354637863394
2021-12-30,0.9664453370253512
2021-12-31,0.9665533268057511
2022-01-03,0.966695262469516
2022-01-04,0.9668939825893165
2022-01-05,0.9670861878813671
2022-01-06,0.9671572024874939
2022-01-07,0.9670846429311036
2022-01-10,0.9674013784741707
2022-01-11,0.9675926340704127
2022-01-12,0.9676294045905743
2022-01-13,0.9675384794939025
2022-01-14,0.9673995851639331
2022-01-18,0.9671133931328321
2022-01-19,0.967017817381956
2022-01-20,0.9669776395367499
2022-01-21,0.9670399333779012
2022-01-24,0.9670979947102397
2022-01-25,0.9670826289615228
2022-01-26,0.9668648791848251
2022-01-27,0.9663929498318721
2022-01-28,0.9652476455136556
2022-01-31,0.9646995203293224
2022-02-01,0.9642440670683997
2022-02-02,0.9638945251876684
2022-02-03,0.9638210215768839
2022-02-04,0.963460941395665
2022-02-07,0.962829102993695
2022-02-08,0.9623652806083102
2022-02-09,0.961630074101565
2022-02-10,0.9610847377644249
2022-02-11,0.9605358637108665
2022-02-14,0.9600660587354243
2022-02-15,0.9593535060947266
2022-02-16,0.9584739897030726
2022-02-17,0.9575609275168797
2022-02-18,0.9572206594896465
2022-02-22,0.9566935295421477
2022-02-23,0.9563177080650413
2022-02-24,0.9556178644381766
2022-02-25,0.954942326445293
2022-02-28,0.9538210739053412
2022-03-01,0.9535098312969151
2022-03-02,0.9535284047576503
2022-03-03,0.9543100725763538
2022-03-04,0.954517075759569
2022-03-07,0.9543349624281855
2022-03-08,0.953491600665281
2022-03-09,0.9532132997321199
2022-03-10,0.9527100390577559
2022-03-11,0.9527296556627868
2022-03-14,0.9524226406611589
2022-03-15,0.9529585432730653
2022-03-16,0.9510170953843913
2022-03-17,0.947015486180984
2022-03-18,0.9426935744021906
2022-03-21,0.9390523628939381
2022-03-22,0.9348075456048648
2022-03-23,0.9311170066619869
2022-03-24,0.9266115090842634
2022-03-25,0.9211915742718734
2022-03-28,0.914140885094592
2022-03-29,0.9050175586147587
2022-03-30,0.8959124453287062
2022-03-31,0.8863175906962362
2022-04-01,0.8753699322782391
2022-04-04,0.8646067062935755
2022-04-05,0.8542914516174243
2022-04-06,0.845443690079938
2022-04-07,0.8352346457770413
2022-04-08,0.8241455653119439
2022-04-11,0.810319074966377
2022-04-12,0.7960266223828018
2022-04-13,0.7819432260718114
2022-04-14,0.7680779760119225
2022-04-18,0.7546691925794321
2022-04-19,0.7422177302895911
2022-04-20,0.7301578263602196
2022-04-21,0.7186793230994453
2022-04-22,0.707244617784276
2022-04-25,0.6957070393721332
2022-04-26,0.6863591501695906
2022-04-27,0.6731115255064579
2022-04-28,0.6617627040138974
2022-04-29,0.6494124510202048
2022-05-02,0.6383663631175739
2022-05-03,0.6262185243504821
2022-05-04,0.6169661091778728
2022-05-05,0.6077043985956386
2022-05-06,0.5990755582789136
2022-05-09,0.5901155034479653
2022-05-10,0.5800570821099492
2022-05-11,0.5691683988749476
2022-05-12,0.5570486995440685
2022-05-13,0.5431805564661853
2022-05-16,0.5296425488441994
2022-05-17,0.5159897859384975
2022-05-18,0.5036725950356565
2022-05-19,0.4911804187159544
2022-05-20,0.47950367693290646
2022-05-23,0.46688634609921476
2022-05-24,0.45748419810232455
2022-05-25,0.44681852015343265
2022-05-26,0.43703412610862363
2022-05-27,0.4264115032606462
2022-05-31,0.41737874461757923
2022-06-01,0.4084671657453192
2022-06-02,0.40004729546150203
2022-06-03,0.39255909888966894
2022-06-06,0.3845021946581704
2022-06-07,0.37446199236063427
2022-06-08,0.36550179642245884
2022-06-09,0.3575707682766225
2022-06-10,0.35210343742062267
2022-06-13,0.3462636264750986
2022-06-14,0.34263994706814266
2022-06-15,0.34093155042055284
2022-06-16,0.33966006516931246
2022-06-17,0.33713098224198257
2022-06-21,0.3346440293493557
2022-06-22,0.3330730072950294
2022-06-23,0.33256312882805594
2022-06-24,0.32753667008826187
2022-06-27,0.32411381356471564
2022-06-28,0.3190655981482995
2022-06-29,0.31499816332115427
2022-06-30,0.31129166270969316
2022-07-01,0.30845755473121106
2022-07-05,0.3071783438105187
2022-07-06,0.30721493949295614
2022-07-07,0.30872977266889723
2022-07-08,0.31052719987008415
2022-07-11,0.3135435853257282
2022-07-12,0.3161926321934953
2022-07-13,0.31900647432294565
2022-07-14,0.32010262211783047
2022-07-15,0.32083203487196776
2022-07-18,0.32120156191589566
2022-07-19,0.32104023794998066
2022-07-20,0.32143346071313195
2022-07-21,0.32184533646804686
2022-07-22,0.32294042206306167
2022-07-25,0.3233944904307491
2022-07-26,0.3229820447670828
2022-07-27,0.32205936451235634
2022-07-28,0.3217757930828625
2022-07-29,0.32357515026483097
2022-08-01,0.3244602307787282
2022-08-02,0.3275435629754036
2022-08-03,0.32942228714236504
2022-08-04,0.3314574950491836
2022-08-05,0.3320875652249269
2022-08-08,0.3329365609789483
2022-08-09,0.333639817677178
2022-08-10,0.33408015095926774
2022-08-11,0.3345735725831447
2022-08-12,0.33475551186785
2022-08-15,0.3374933534061916
2022-08-16,0.3396125940300593
2022-08-17,0.34248013264564764
2022-08-18,0.3471874032780699
2022-08-19,0.3505022365755483
2022-08-22,0.35099700954347357
2022-08-23,0.3502012963342896
2022-08-24,0.3506398558036544
2022-08-25,0.3518956773301451
2022-08-26,0.35267278071368807
2022-08-29,0.3503675824533692
2022-08-30,0.34950170400222513
2022-08-31,0.34793520131069305
2022-09-01,0.34559697477733675
2022-09-02,0.3439899947194733
2022-09-06,0.34177667710108367
2022-09-07,0.33950948350721394
2022-09-08,0.3365991877091908
2022-09-09,0.3345612288596725
2022-09-12,0.33371830893087767
2022-09-13,0.3323305377034136
2022-09-14,0.3313901333320785
2022-09-15,0.333549537202012
2022-09-16,0.3366480960915125
2022-09-19,0.3407847316478016
2022-09-20,0.34366661145154176
2022-09-21,0.34903110340405713
2022-09-22,0.3556202366344917
2022-09-23,0.36290498545440686
2022-09-26,0.3718939533492099
2022-09-27,0.3761324187414856
2022-09-28,0.37535659582202213
2022-09-29,0.37271190257011844
2022-09-30,0.37131418589314047
2022-10-03,0.37086349639998434
2022-10-04,0.3795123814437555
2022-10-05,0.39021724157565973
2022-10-06,0.4005970244611094
2022-10-07,0.40946290298368604
2022-10-10,0.4136023329684126
2022-10-11,0.4202830767018692
2022-10-12,0.42069339394793104
2022-10-13,0.41780519731429383
2022-10-14,0.4132447307984325
2022-10-17,0.40920453617337443
2022-10-18,0.40488512806518784
2022-10-19,0.397743147067741
2022-10-20,0.3913544404286127
2022-10-21,0.38163290462973143
2022-10-24,0.36971153807793633
2022-10-25,0.35799642204320536
2022-10-26,0.35007628474473185
2022-10-27,0.3422198254723334
2022-10-28,0.33458639626658143
2022-10-31,0.3270232728427622
2022-11-01,0.3195823453451952
2022-11-02,0.31540407544529764
2022-11-03,0.3074179684199801
2022-11-04,0.3002024596711018
2022-11-07,0.29460165289366963
2022-11-08,0.2884103818805925
2022-11-09,0.2832070884196719
2022-11-10,0.27692140175367214
2022-11-11,0.27708503998382533
2022-11-14,0.2731389278204434
2022-11-15,0.2706392749986586
2022-11-16,0.27148346454044914
2022-11-17,0.2689666802069929
2022-11-18,0.2667247555562685
2022-11-21,0.26083939237088877
2022-11-22,0.2608342022929007
2022-11-23,0.2554272556340397
2022-11-25,0.25077043765720675
2022-11-28,0.2453133730937994
2022-11-29,0.24063974717744427
2022-11-30,0.23689730958945626
2022-12-01,0.2369328411792799
2022-12-02,0.23459048630561333
2022-12-05,0.23210122135699776
2022-12-06,0.2298750815166022
2022-12-07,0.22962489236006406
2022-12-08,0.2299574838319496
2022-12-09,0.23324902455123225
2022-12-12,0.23891571346124468
2022-12-13,0.24928333484773413
2022-12-14,0.2625299160748217
2022-12-15,0.2721533969354351
2022-12-16,0.28364272863097795
2022-12-19,0.2971617997645301
2022-12-20,0.30779934921196994
2022-12-21,0.31748161197251673
2022-12-22,0.3262932358106845
2022-12-23,0.33892398486552644
2022-12-27,0.34897918357228674
2022-12-28,0.362450572375656
2022-12-29,0.36853647516436355
2022-12-30,0.37049507671213694
2023-01-03,0.37857039638364137
2023-01-04,0.38109609587099164
2023-01-05,0.37638247990404133
2023-01-06,0.379311852463862
2023-01-09,0.37360995585652756
2023-01-10,0.3679021999724878
2023-01-11,0.36408102075805776
2023-01-12,0.35852357347902997
2023-01-13,0.3528205660390504
2023-01-17,0.35183828546406476
2023-01-18,0.3482685890784101
2023-01-19,0.34317671919525167
2023-01-20,0.33822037826597473
2023-01-23,0.3300811286511314
2023-01-24,0.3262632454377549
2023-01-25,0.3195409642081163
2023-01-26,0.3145967134516582
2023-01-27,0.31001603444525144
2023-01-30,0.3048715732738853
2023-01-31,0.3003678330939915
2023-02-01,0.2973066401986745
2023-02-02,0.29345529835328343
2023-02-03,0.2909921346183835
2023-02-06,0.29075950953648555
2023-02-07,0.2913585622898502
2023-02-08,0.29344243724211205
2023-02-09,0.2934989865514028
2023-02-10,0.2936976841639603
2023-02-13,0.2942778424060505
2023-02-14,0.28927737081229005
2023-02-15,0.2874991816796424
2023-02-16,0.2894215753485463
2023-02-17,0.30036542034653774
2023-02-21,0.3121757260138629
2023-02-22,0.3251527398324423
2023-02-23,0.3391673094467437
2023-02-24,0.3520798216156892
2023-02-27,0.3629991916632385
2023-02-28,0.3725610682611237
2023-03-01,0.3750904585264782
2023-03-02,0.38011122813015535
2023-03-03,0.3859506686944413
2023-03-06,0.39525169985708686
2023-03-07,0.4037721089338434
2023-03-08,0.40892676328395555
2023-03-09,0.41598145053580426
2023-03-10,0.4200547153600594
2023-03-13,0.4176107029836148
2023-03-14,0.41717520344396547
2023-03-15,0.41214124461710583
2023-03-16,0.39955295245163336
2023-03-17,0.3818874945234907
2023-03-20,0.37388905947448026
2023-03-21,0.36985449155249456
2023-03-22,0.36675395879565864
2023-03-23,0.37049871084716585
2023-03-24,0.37488728395187065
2023-03-27,0.3825544644392887
2023-03-28,0.38708244499235056
2023-03-29,0.39898299514922625
2023-03-30,0.40801230500405966
2023-03-31,0.41062699320485274
2023-04-03,0.41761518272255743
2023-04-04,0.41802396542818737
2023-04-05,0.4183099913305511
2023-04-06,0.4188736641469814
2023-04-10,0.4261367712145493
2023-04-11,0.4358515529921623
2023-04-12,0.44539219942634495
2023-04-13,0.4595981372307092
2023-04-14,0.4711703496565254
2023-04-17,0.48839052437514224
2023-04-18,0.5050387164663314
2023-04-19,0.5239796772938679
2023-04-20,0.5414099458128578
2023-04-21,0.5600667781544427
2023-04-24,0.5721557291218702
2023-04-25,0.5886450042731036
2023-04-26,0.6071542003612463
2023-04-27,0.6282736917972263
2023-04-28,0.6407042038725537
2023-05-01,0.6461726404071693
2023-05-02,0.6543207849948605
2023-05-03,0.6639518232353839
2023-05-04,0.6732310620969294
2023-05-05,0.6803843128393343
2023-05-08,0.6862489819120953
2023-05-09,0.6912599717504682
2023-05-10,0.6957192539164887
2023-05-11,0.7004365210544561
2023-05-12,0.7058775865021184
2023-05-15,0.7140295936100252
2023-05-16,0.7216980793987418
2023-05-17,0.7288093091395427
2023-05-18,0.7372886097308933
2023-05-19,0.7445201052946496
2023-05-22,0.7522659734838718
2023-05-23,0.7593356891777653
2023-05-24,0.7661268851667856
2023-05-25,0.7724731492090863
2023-05-26,0.7776017180820005
2023-05-30,0.781318710597946
2023-05-31,0.78558078469666
2023-06-01,0.7897514239586553
2023-06-02,0.7939302576280254
2023-06-05,0.7979060809698213
2023-06-06,0.8019608849243848
2023-06-07,0.805301160927688
2023-06-08,0.8085080854306528
2023-06-09,0.8133847790164704
2023-06-12,0.8205393002288209
2023-06-13,0.826558710155853
2023-06-14,0.8296684698623374
2023-06-15,0.8327315513256262
2023-06-16,0.8353022015326016
2023-06-20,0.8379733138525522
2023-06-21,0.8408181133548027
2023-06-22,0.8439523305012656
2023-06-23,0.8470487276799887
2023-06-26,0.8500283804981486
2023-06-27,0.8534652759883877
2023-06-28,0.8568962962667371
2023-06-29,0.8592670681672675
2023-06-30,0.8621010668554528
2023-07-03,0.8644269635242079
2023-07-05,0.8666877085424407
2023-07-06,0.8688998316100653
2023-07-07,0.8708683453559454
2023-07-10,0.8727328921790133
2023-07-11,0.8748947604505267
2023-07-12,0.8774581299828448
2023-07-13,0.8798604627068034
2023-07-14,0.8818141374069682
2023-07-17,0.8836371320698495
2023-07-18,0.8851263972604307
2023-07-19,0.8867813700230464
2023-07-20,0.8883444414342292
2023-07-21,0.8898016966684456
2023-07-24,0.891155393151344
2023-07-25,0.8921244788812891
2023-07-26,0.8932621599928889
2023-07-27,0.8940244762910508
2023-07-28,0.8944909657195099
2023-07-31,0.8952160861737357
2023-08-01,0.8957798537793091
2023-08-02,0.8961985505768526
2023-08-03,0.8967150501191942
2023-08-04,0.8973394087019577
2023-08-07,0.8987556024478935
2023-08-08,0.8997116903217257
2023-08-09,0.9015606136283872
2023-08-10,0.9033213080262511
2023-08-11,0.9052344471285177
2023-08-14,0.9063785060152156
2023-08-15,0.9075349053160303
2023-08-16,0.9088587099823924
2023-08-17,0.9103383513118534
2023-08-18,0.9114046700305389
2023-08-21,0.9127109774013238
2023-08-22,0.9137597300361983
2023-08-23,0.9148998189105773
2023-08-24,0.9162898755515836
2023-08-25,0.9181933822401417
2023-08-28,0.9194063414467073
2023-08-29,0.9201966632954387
2023-08-30,0.9209507518237876
2023-08-31,0.9216386954992709
2023-09-01,0.9224645322334991
2023-09-05,0.923157694053924
2023-09-06,0.9235054142390539
2023-09-07,0.9237846191865438
2023-09-08,0.9240821796320267
2023-09-11,0.9243230757445241
2023-09-12,0.9246060397827356
2023-09-13,0.9250428875470003
2023-09-14,0.925624448318545
2023-09-15,0.9261909788313752
2023-09-18,0.9267392245311578
2023-09-19,0.9269186449029185
2023-09-20,0.9275267315704954
2023-09-21,0.9278647131854583
2023-09-22,0.9292570476457432
2023-09-25,0.9302339322886269
2023-09-26,0.9335173583621995
2023-09-27,0.9364981695157002
2023-09-28,0.9395266982966015
2023-09-29,0.9426410238629658
2023-10-02,0.9450869414640622
2023-10-03,0.9449162673227121
2023-10-04,0.944660000154587
2023-10-05,0.9442559268280192
2023-10-06,0.9440138739216133
2023-10-09,0.9437176519500465
2023-10-10,0.943585560497933
2023-10-11,0.9436792917496513
2023-10-12,0.9439006720236981
2023-10-13,0.9436223098463853
2023-10-16,0.9433841713314383
2023-10-17,0.9433299418487432
2023-10-18,0.9434928435278117
2023-10-19,0.9434931048535046
2023-10-20,0.9431916202245378
2023-10-23,0.9426949120300956
2023-10-24,0.9422496184545542
2023-10-25,0.941797708697133
2023-10-26,0.9411267063270914
2023-10-27,0.9404221838188175
2023-10-30,0.9398250525219386
2023-10-31,0.9392646014778623
2023-11-01,0.9385783483475296
2023-11-02,0.9378287362114778
2023-11-03,0.9370730267541092
2023-11-06,0.9365978054724888
2023-11-07,0.9358486726536688
2023-11-08,0.9352018950413724
2023-11-09,0.9344209408018485
2023-11-10,0.9335196134699872
2023-11-13,0.9327586780245511
2023-11-14,0.9320610328149829
2023-11-15,0.9308893886643246
2023-11-16,0.9298882559820805
2023-11-17,0.9290057734200088
2023-11-20,0.9279188701627997
2023-11-21,0.9261486195283579
2023-11-22,0.9240812642794538
2023-11-24,0.9216577939942364
2023-11-27,0.9193418850634633
2023-11-28,0.9170897436626693
2023-11-29,0.915753775897786
2023-11-30,0.9141118225926306
2023-12-01,0.9118311630698471
2023-12-04,0.9088601205580341
2023-12-05,0.9057061288042758
2023-12-06,0.9018997710368684
2023-12-07,0.8981880514381368
2023-12-08,0.893646252936794
2023-12-11,0.8890766793160626
2023-12-12,0.8844280935866523
2023-12-13,0.8794004648625785
2023-12-14,0.8743818474899193
2023-12-15,0.8686904050408113
2023-12-18,0.8630510788974213
2023-12-19,0.8572672130494428
2023-12-20,0.8521798136283109
2023-12-21,0.8471703067956377
2023-12-22,0.84215508033134
2023-12-26,0.8377498911877791
2023-12-27,0.8327806162568215
2023-12-28,0.8277548915539039
2023-12-29,0.8225381569004573
2024-01-02,0.8173166565056964
2024-01-03,0.8116722213167168
2024-01-04,0.8061928659984651
2024-01-05,0.8011277918431159
2024-01-08,0.7956855372828536
2024-01-09,0.7906801295129582
2024-01-10,0.785562209032889
2024-01-11,0.7800255786392437
2024-01-12,0.7751630851143576
2024-01-16,0.7706990611412627
2024-01-17,0.7656313329525741
2024-01-18,0.7606779774178921
2024-01-19,0.754833444759896
2024-01-22,0.7495501315137654
2024-01-23,0.7446713655126986
2024-01-24,0.7400436474875607
2024-01-25,0.7347534932854611
2024-01-26,0.7291156251493378
2024-01-29,0.7233472408285457
2024-01-30,0.7168735634737022
2024-01-31,0.711198426526577
2024-02-01,0.70604717120078
2024-02-02,0.7006588528957118
2024-02-05,0.6945921870461029
2024-02-06,0.688778937775105
2024-02-07,0.683056092946109
2024-02-08,0.6780800823755039
2024-02-09,0.673075289622523
2024-02-12,0.6684609969280391
2024-02-13,0.6643724606968788
